batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_runs_x,crr,rrr,results
Mumbai Indians,Rajasthan Royals,Durban,68,40,5,146,5.85,10.2,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,10,3,2,165,7.95,20.0,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,54,3,4,210,8.0,108.0,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,37,21,7,176,8.42,10.57,0
Chennai Super Kings,Delhi Capitals,Delhi,12,11,9,179,9.19,6.55,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,43,16,6,214,9.87,16.12,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,93,91,10,133,8.28,6.13,1
Sunrisers Hyderabad,Delhi Capitals,Centurion,90,88,9,154,12.0,6.14,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,120,118,10,120,0.0,6.1,1
Mumbai Indians,Chennai Super Kings,Chennai,74,30,3,166,6.13,14.8,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,184,105,10,196,4.8,10.51,0
Chennai Super Kings,Delhi Capitals,Durban,10,1,1,190,9.08,60.0,0
Delhi Capitals,Kolkata Knight Riders,Delhi,18,11,7,194,9.69,9.82,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,173,93,9,210,8.22,11.16,0
Rajasthan Royals,Royal Challengers Bangalore,Centurion,42,58,8,106,6.19,4.34,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,57,25,6,176,7.52,13.68,1
Delhi Capitals,Kolkata Knight Riders,Johannesburg,72,81,10,124,8.0,5.33,0
Delhi Capitals,Kolkata Knight Riders,Delhi,33,14,4,149,6.57,14.14,0
Kings XI Punjab,Delhi Capitals,Chandigarh,104,109,10,116,6.55,5.72,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,119,83,8,162,6.97,8.6,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,140,94,9,171,7.15,8.94,1
Rajasthan Royals,Delhi Capitals,Jaipur,109,90,9,152,8.6,7.27,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,23,18,7,184,9.47,7.67,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,117,82,9,181,10.11,8.56,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,44,40,7,146,7.65,6.6,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,71,84,9,140,11.5,5.07,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,60,36,8,167,7.64,10.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,105,82,10,143,6.0,7.68,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,104,81,8,158,8.31,7.7,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,14,44,8,159,11.45,1.91,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,113,84,9,151,6.33,8.07,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,176,100,9,208,9.6,10.56,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,99,84,9,143,7.33,7.07,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,57,36,6,165,7.71,9.5,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,6,60,10,96,9.0,0.6,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,141,59,5,199,5.7,14.34,0
Rajasthan Royals,Kings XI Punjab,Mohali,147,95,10,191,10.56,9.28,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,99,52,8,172,6.44,11.42,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,85,53,8,184,8.87,9.62,1
Rajasthan Royals,Kings XI Punjab,Jaipur,66,71,7,125,7.22,5.58,1
Mumbai Indians,Rajasthan Royals,Kolkata,93,59,9,166,7.18,9.46,1
Kolkata Knight Riders,Chennai Super Kings,Ranchi,77,51,5,149,6.26,9.06,0
Kings XI Punjab,Delhi Capitals,Bloemfontein,86,89,8,121,6.77,5.8,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,98,62,10,209,11.48,9.48,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,54,32,7,139,5.8,10.12,1
Rajasthan Royals,Delhi Capitals,Jaipur,135,107,10,152,7.85,7.57,1
Rajasthan Royals,Chennai Super Kings,Jaipur,54,23,6,189,8.35,14.09,1
Rajasthan Royals,Chennai Super Kings,Mumbai,89,59,7,164,7.38,9.05,1
Sunrisers Hyderabad,Chennai Super Kings,Ranchi,30,25,9,186,9.85,7.2,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,50,19,6,182,7.84,15.79,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,174,97,10,204,7.83,10.76,1
Delhi Capitals,Mumbai Indians,East London,5,10,7,117,6.11,3.0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,33,32,8,143,7.5,6.19,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,44,61,7,108,6.51,4.33,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,164,114,10,172,8.0,8.63,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,64,78,9,140,10.86,4.92,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,75,51,10,171,8.35,8.82,0
Delhi Capitals,Chennai Super Kings,Chennai,95,47,7,177,6.74,12.13,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,147,101,10,172,7.89,8.73,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,1,6,7,135,7.05,1.0,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,84,38,7,201,8.56,13.26,0
Chennai Super Kings,Mumbai Indians,Cape Town,96,61,7,166,7.12,9.44,0
Delhi Capitals,Mumbai Indians,Delhi,186,102,10,219,11.0,10.94,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,153,90,8,197,8.8,10.2,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,60,107,10,93,15.23,3.36,1
Delhi Capitals,Kings XI Punjab,Dharamsala,69,24,4,171,6.38,17.25,0
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,61,28,7,165,6.78,13.07,0
Mumbai Indians,Chennai Super Kings,Chennai,79,41,5,166,6.61,11.56,0
Kings XI Punjab,Delhi Capitals,Chandigarh,104,110,10,116,7.2,5.67,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,146,108,10,152,3.0,8.11,1
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,120,83,9,153,5.35,8.67,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,157,103,9,185,9.88,9.15,1
Mumbai Indians,Kings XI Punjab,Mumbai,92,27,4,178,5.55,20.44,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,168,117,10,172,8.0,8.62,1
Rajasthan Royals,Chennai Super Kings,Centurion,93,51,7,165,6.26,10.94,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,90,50,8,215,10.71,10.8,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,50,14,3,180,7.36,21.43,0
Chennai Super Kings,Royal Challengers Bangalore,Mumbai,65,28,7,176,7.24,13.93,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,130,107,10,144,6.46,7.29,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,58,39,8,184,9.33,8.92,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,211,117,10,215,8.0,10.82,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,87,49,9,180,7.86,10.65,1
Mumbai Indians,Sunrisers Hyderabad,Durban,120,83,9,169,7.95,8.67,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,88,53,8,153,5.82,9.96,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,79,67,7,131,5.89,7.07,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,184,119,10,185,6.0,9.28,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,53,64,9,139,9.21,4.97,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,92,35,6,210,8.33,15.77,0
Rajasthan Royals,Chennai Super Kings,Jaipur,67,11,4,197,7.16,36.55,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,118,96,10,143,6.25,7.38,1
Kolkata Knight Riders,Kings XI Punjab,Mohali,123,83,9,187,10.38,8.89,1
Kings XI Punjab,Rajasthan Royals,Sharjah,87,46,8,192,8.51,11.35,1
Kings XI Punjab,Delhi Capitals,Delhi,172,77,9,232,8.37,13.4,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,130,117,10,130,0.0,6.67,0
Delhi Capitals,Kings XI Punjab,Chandigarh,61,39,9,182,8.96,9.38,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,68,64,7,135,7.18,6.38,0
Chennai Super Kings,Kings XI Punjab,Chandigarh,61,46,10,139,6.32,7.96,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,137,116,10,144,10.5,7.09,1
Kings XI Punjab,Mumbai Indians,Chandigarh,69,38,7,173,7.61,10.89,0
Chennai Super Kings,Mumbai Indians,Kolkata,181,91,9,203,4.55,11.93,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,55,58,8,116,5.9,5.69,1
Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,65,55,9,162,8.95,7.09,0
Mumbai Indians,Kings XI Punjab,Indore,108,55,9,185,7.11,11.78,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,94,90,9,120,5.2,6.27,1
Delhi Capitals,Chennai Super Kings,Chennai,173,81,8,223,7.69,12.81,0
Rajasthan Royals,Kings XI Punjab,Mohali,33,10,5,191,8.62,19.8,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,35,34,8,159,8.65,6.18,1
Kings XI Punjab,Rajasthan Royals,Sharjah,135,77,8,192,7.95,10.52,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,49,28,8,180,8.54,10.5,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,36,49,7,118,6.93,4.41,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,67,41,8,172,7.97,9.8,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,107,83,9,138,5.03,7.73,1
Chennai Super Kings,Rajasthan Royals,Chennai,53,27,7,212,10.26,11.78,0
Rajasthan Royals,Mumbai Indians,Mumbai,130,70,8,198,8.16,11.14,0
Rajasthan Royals,Delhi Capitals,Centurion,16,15,5,144,7.31,6.4,1
Kolkata Knight Riders,Delhi Capitals,Delhi,86,34,5,224,9.63,15.18,0
Kings XI Punjab,Mumbai Indians,Chandigarh,56,22,7,190,8.2,15.27,0
Mumbai Indians,Kings XI Punjab,Mumbai,41,27,7,190,9.61,9.11,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,117,10,182,0.0,9.33,0
Delhi Capitals,Kings XI Punjab,Delhi,80,86,10,119,6.88,5.58,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,96,91,9,155,12.21,6.33,1
Kings XI Punjab,Sunrisers Hyderabad,Kimberley,148,107,10,169,9.69,8.3,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,129,119,10,129,0.0,6.5,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,11,18,7,139,7.53,3.67,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,125,117,10,127,4.0,6.41,1
Rajasthan Royals,Delhi Capitals,Jaipur,90,64,8,157,7.18,8.44,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,143,103,10,165,7.76,8.33,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,104,62,8,166,6.41,10.06,1
Delhi Capitals,Chennai Super Kings,Abu Dhabi,119,56,5,178,5.53,12.75,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,116,101,8,139,7.26,6.89,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,113,58,9,190,7.45,11.69,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,151,60,7,231,8.0,15.1,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,147,100,9,175,8.4,8.82,0
Chennai Super Kings,Delhi Capitals,Delhi,90,58,7,188,9.48,9.31,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,181,114,10,189,8.0,9.53,1
Delhi Capitals,Kings XI Punjab,Delhi,33,54,10,119,7.82,3.67,0
Delhi Capitals,Kings XI Punjab,Mohali,68,48,7,176,9.0,8.5,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,188,113,10,197,7.71,9.98,0
Rajasthan Royals,Chennai Super Kings,Chennai,16,3,2,158,7.28,32.0,0
Mumbai Indians,Chennai Super Kings,Mumbai,129,70,9,169,4.8,11.06,0
Kings XI Punjab,Rajasthan Royals,Jaipur,59,17,3,192,7.75,20.82,0
Mumbai Indians,Kings XI Punjab,Centurion,115,112,10,120,3.75,6.16,1
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,9,45,7,71,4.96,1.2,1
Mumbai Indians,Sunrisers Hyderabad,Durban,74,43,7,169,7.4,10.33,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,178,87,9,228,9.09,12.28,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,126,76,9,173,6.41,9.95,0
Chennai Super Kings,Mumbai Indians,Mumbai,46,50,8,184,11.83,5.52,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,55,18,4,180,7.35,18.33,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,146,96,9,188,10.5,9.12,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,101,41,6,187,6.53,14.78,0
Rajasthan Royals,Delhi Capitals,Delhi,39,20,5,185,8.76,11.7,1
Rajasthan Royals,Chennai Super Kings,Jaipur,4,19,5,142,8.2,1.26,1
Mumbai Indians,Chennai Super Kings,Mumbai,157,102,10,181,8.0,9.24,1
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,5,18,7,144,8.18,1.67,1
Kings XI Punjab,Chennai Super Kings,Chennai,170,115,10,182,14.4,8.87,0
Rajasthan Royals,Mumbai Indians,Mumbai,83,42,7,198,8.85,11.86,0
Rajasthan Royals,Delhi Capitals,Delhi,55,38,10,153,7.17,8.68,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,128,62,9,190,6.41,12.39,0
Kings XI Punjab,Delhi Capitals,Delhi,6,22,5,121,7.04,1.64,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,43,24,6,162,7.44,10.75,1
Kings XI Punjab,Royal Challengers Bangalore,Durban,40,23,7,146,6.56,10.43,0
Delhi Capitals,Kings XI Punjab,Delhi,53,45,9,169,9.28,7.07,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,112,58,8,173,5.9,11.59,0
Chennai Super Kings,Mumbai Indians,Chennai,123,96,9,149,6.5,7.69,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,86,65,9,143,6.22,7.94,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,149,100,8,164,4.5,8.94,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,82,79,9,129,6.88,6.23,1
Mumbai Indians,Kings XI Punjab,Chandigarh,129,83,10,169,6.49,9.33,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,114,76,9,169,7.5,9.0,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,19,54,9,140,11.0,2.11,1
Rajasthan Royals,Mumbai Indians,Mumbai,135,77,6,167,4.47,10.52,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,144,103,9,161,6.0,8.39,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,159,95,9,179,4.8,10.04,0
Kings XI Punjab,Delhi Capitals,Delhi,101,109,9,121,10.91,5.56,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,18,30,8,120,6.8,3.6,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,119,87,10,180,11.09,8.21,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,48,35,7,160,7.91,8.23,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,43,14,4,193,8.49,18.43,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,57,21,5,197,8.48,16.29,0
Rajasthan Royals,Delhi Capitals,Delhi,101,49,6,185,7.1,12.37,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,44,10,3,205,8.78,26.4,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,113,96,9,139,6.5,7.06,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,51,14,6,241,10.75,21.86,0
Sunrisers Hyderabad,Chennai Super Kings,East London,104,66,5,179,8.33,9.45,0
Rajasthan Royals,Chennai Super Kings,Mumbai,57,35,6,164,7.55,9.77,1
Delhi Capitals,Sunrisers Hyderabad,Raipur,11,4,6,164,7.91,16.5,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,107,89,10,137,5.81,7.21,0
Kings XI Punjab,Rajasthan Royals,Pune,32,5,2,163,6.83,38.4,0
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,63,48,9,150,7.25,7.88,1
Mumbai Indians,Rajasthan Royals,Mumbai,62,56,6,190,12.0,6.64,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,110,83,9,175,10.54,7.95,1
Rajasthan Royals,Delhi Capitals,Delhi,96,45,6,185,7.12,12.8,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,46,45,7,111,5.2,6.13,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,172,109,10,182,5.45,9.47,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,126,77,9,180,7.53,9.82,0
Mumbai Indians,Rajasthan Royals,Mumbai,82,65,7,190,11.78,7.57,1
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,11,9,6,140,6.97,7.33,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,92,47,5,160,5.59,11.74,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,82,29,3,179,6.4,16.97,0
Kings XI Punjab,Mumbai Indians,Chandigarh,88,51,8,173,7.39,10.35,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,166,115,10,169,3.6,8.66,1
Rajasthan Royals,Mumbai Indians,Jaipur,112,55,5,175,5.82,12.22,0
Rajasthan Royals,Chennai Super Kings,Mumbai,162,113,10,164,1.71,8.6,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,140,107,10,154,6.46,7.85,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,42,15,1,173,7.49,16.8,0
Kings XI Punjab,Mumbai Indians,Mumbai,99,61,9,160,6.2,9.74,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,73,87,10,135,11.27,5.03,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,11,8,4,133,6.54,8.25,1
Delhi Capitals,Mumbai Indians,Delhi,94,65,8,177,9.05,8.68,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,152,93,9,179,6.0,9.81,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,132,97,9,145,3.39,8.16,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,129,99,10,158,8.29,7.82,0
Chennai Super Kings,Mumbai Indians,Cape Town,77,45,7,166,7.12,10.27,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,25,22,7,180,9.49,6.82,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,123,86,6,143,3.53,8.58,1
Sunrisers Hyderabad,Kolkata Knight Riders,Cape Town,58,75,8,102,5.87,4.64,0
Royal Challengers Bangalore,Chennai Super Kings,Durban,65,50,7,130,5.57,7.8,1
Kolkata Knight Riders,Kings XI Punjab,Durban,158,115,10,159,1.2,8.24,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,77,37,5,186,7.88,12.49,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,43,54,8,133,8.18,4.78,1
Delhi Capitals,Chennai Super Kings,Chennai,107,64,6,169,6.64,10.03,0
Kings XI Punjab,Mumbai Indians,Mumbai,53,26,3,175,7.79,12.23,0
Royal Challengers Bangalore,Delhi Capitals,Sharjah,85,69,9,146,7.18,7.39,1
Delhi Capitals,Kolkata Knight Riders,Pune,149,112,10,163,10.5,7.98,0
Royal Challengers Bangalore,Kings XI Punjab,Indore,84,111,10,94,6.67,4.54,1
Delhi Capitals,Mumbai Indians,Delhi,164,85,9,219,9.43,11.58,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,24,33,8,146,8.41,4.36,1
Rajasthan Royals,Kings XI Punjab,Jaipur,104,58,9,201,9.39,10.76,0
Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,99,35,4,188,6.28,16.97,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,110,100,10,151,12.3,6.6,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,91,37,4,166,5.42,14.76,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,51,24,6,141,5.62,12.75,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,6,13,9,142,7.63,2.77,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,60,63,8,116,5.89,5.71,1
Delhi Capitals,Rajasthan Royals,Ahmedabad,12,32,6,142,8.86,2.25,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,97,84,6,134,6.17,6.93,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,36,32,5,156,8.18,6.75,1
Rajasthan Royals,Chennai Super Kings,Pune,176,91,7,211,7.24,11.6,0
Chennai Super Kings,Mumbai Indians,Chennai,101,68,7,149,5.54,8.91,0
Delhi Capitals,Sunrisers Hyderabad,Raipur,104,73,9,164,7.66,8.55,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,136,106,10,165,12.43,7.7,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,-4,1,4,159,8.22,-24.0,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,169,105,9,182,5.2,9.66,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,55,20,7,206,9.06,16.5,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,106,67,7,156,5.66,9.49,1
Rajasthan Royals,Mumbai Indians,Mumbai,110,101,10,134,7.58,6.53,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,148,83,8,186,6.16,10.7,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,43,39,7,146,7.63,6.62,1
Rajasthan Royals,Mumbai Indians,Mumbai,103,68,9,192,10.27,9.09,1
Delhi Capitals,Mumbai Indians,Delhi,77,24,5,175,6.12,19.25,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,56,26,6,151,6.06,12.92,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,89,50,7,164,6.43,10.68,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,16,16,5,174,9.12,6.0,0
Kings XI Punjab,Delhi Capitals,Delhi,190,86,9,232,7.41,13.26,0
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,62,19,5,184,7.25,19.58,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,214,111,10,223,6.0,11.57,0
Kings XI Punjab,Delhi Capitals,Chandigarh,50,73,8,116,8.43,4.11,1
Chennai Super Kings,Mumbai Indians,Hyderabad,41,24,6,153,7.0,10.25,0
Kings XI Punjab,Rajasthan Royals,Ahmedabad,186,105,9,192,2.4,10.63,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,94,77,9,161,9.35,7.32,1
Chennai Super Kings,Rajasthan Royals,Jaipur,18,6,5,159,7.42,18.0,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,37,16,4,171,7.73,13.88,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,46,22,6,141,5.82,12.55,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,61,65,8,116,6.0,5.63,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,174,102,9,184,3.33,10.24,0
Chennai Super Kings,Mumbai Indians,Mumbai,130,97,9,165,9.13,8.04,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,145,87,8,181,6.55,10.0,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,22,10,1,145,6.71,13.2,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,76,67,7,156,9.06,6.81,1
Mumbai Indians,Delhi Capitals,Mumbai,142,104,8,153,4.12,8.19,1
Chennai Super Kings,Mumbai Indians,Mumbai,133,92,10,174,8.79,8.67,1
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,171,102,10,198,9.0,10.06,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,153,111,10,172,12.67,8.27,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,111,96,9,130,4.75,6.94,0
Delhi Capitals,Mumbai Indians,Mumbai,153,77,8,210,7.95,11.92,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,74,50,6,165,7.8,8.88,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,108,85,10,171,10.8,7.62,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,108,62,9,179,7.34,10.45,1
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,140,91,7,174,7.03,9.23,0
Chennai Super Kings,Mumbai Indians,Mumbai,146,93,8,177,6.89,9.42,0
Sunrisers Hyderabad,Kolkata Knight Riders,Cape Town,3,45,8,102,7.92,0.4,0
Chennai Super Kings,Kings XI Punjab,Cuttack,126,38,6,232,7.76,19.89,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,61,31,7,185,8.36,11.81,0
Delhi Capitals,Kolkata Knight Riders,Delhi,182,109,10,194,6.55,10.02,1
Mumbai Indians,Chennai Super Kings,Delhi,175,101,9,193,5.68,10.4,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,29,20,5,133,6.24,8.7,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,131,83,8,171,6.49,9.47,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,52,31,6,189,9.24,10.06,1
Delhi Capitals,Royal Challengers Bangalore,Delhi,113,76,8,162,6.68,8.92,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,61,16,5,242,10.44,22.88,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,48,33,6,135,6.0,8.73,0
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,138,86,9,198,10.59,9.63,0
Kings XI Punjab,Delhi Capitals,Delhi,164,119,10,165,6.0,8.27,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,91,70,9,153,7.44,7.8,0
Delhi Capitals,Mumbai Indians,Delhi,157,78,7,219,8.86,12.08,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,55,29,7,152,6.4,11.38,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,112,72,9,189,9.62,9.33,1
Mumbai Indians,Delhi Capitals,Delhi,100,55,5,187,8.03,10.91,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,41,25,6,191,9.47,9.84,1
Chennai Super Kings,Rajasthan Royals,Ranchi,75,65,8,149,8.07,6.92,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,124,94,9,160,8.31,7.91,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,98,67,9,166,7.7,8.78,1
Chennai Super Kings,Mumbai Indians,Mumbai,19,14,6,158,7.87,8.14,1
Kings XI Punjab,Mumbai Indians,Mohali,102,60,9,188,8.6,10.2,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,173,79,9,241,9.95,13.14,0
Kings XI Punjab,Rajasthan Royals,Indore,125,88,8,161,6.75,8.52,1
